Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
2132.200,2133.900,en-us,0.54051,,2," is about to"
2133.900,2134.700,en-us,0.54051,,1," yes,"
2134.700,2135.600,en-us,0.54051,,2," which is"
2147.300,2150.400,en-us,0.55845,,2," already for one of two and I referring to"
2156.100,2159.400,en-us,0.53150,,2," versus Canada pitch 46"
2167.100,2169.200,en-us,0.37895,,1," Network and no check"
2169.700,2170.100,en-us,0.23822,,2," their"
2170.100,2172.300,en-us,0.23822,,1," second"
2174.700,2176.300,en-us,0.66119,,1," the case that I have"
2176.300,2176.900,en-us,0.66119,,2," is all about"
2178.700,2180.300,en-us,0.63091,,1," No at 46 mm."
2181.700,2183.000,en-us,0.48694,,1," the courgette"
2201.600,2204.500,en-us,0.59370,,2," second loss on the four days"
2204.500,2206.100,en-us,0.59370,,1," just a second."
2208.000,2211.600,en-us,0.78479,,1," I don't have a 46 in the other one so attached."
2214.000,2215.600,en-us,0.81336,,2," Yes, it is one of the longer table."
2215.600,2219.300,en-us,0.81336,,1," Yes and my page 46."
2224.400,2225.900,en-us,0.67568,,1," Oh, is it because you didn't?"
2227.500,2232.300,en-us,0.89289,,1," Did you just put Pages without the front and just a page out of the text?"
2232.300,2232.600,en-us,0.89289,,2," Yes."
2237.600,2237.900,en-us,0.84823,,1," the"
2238.700,2241.000,en-us,0.92455,,1," point about that case though just to bring us back to the"
2242.300,2252.700,en-us,0.72294,,2," point is that under paragraph 30 if if illegal acts are really done from the motive other than a modest drive to execute a statutory or legal Duty."
2256.700,2262.400,en-us,0.76590,,2," Then the public of that towards the end. The public authorities Act is not Advanced for the acts complaint."
2263.400,2271.400,en-us,0.64879,,2," Of are not done in the headache execution of a statute, but only in the pretended execution Darrow."
2272.500,2272.700,en-us,0.62906,,1," that's"
2279.700,2281.700,en-us,0.74435,,2," not"
2283.000,2286.500,en-us,0.89092,,2," the one of the tools that they can employ they were however using"
2287.400,2296.400,en-us,0.76415,,2," pretending to access customers officers pretending that these coins where goes so that they could see them and request their"
2296.400,2304.700,en-us,0.76415,,1," understanding for something that's outside of their Duty."
2305.800,2308.700,en-us,0.55565,,1," Uh, and that's the crown is the act."
2309.900,2310.300,en-us,0.73087,,1," Do you have"
2310.300,2311.200,en-us,0.73087,,2," they were on"
2311.200,2316.200,en-us,0.73087,,1," just a second have you put Council the prom night identity and section?"
2318.800,2319.600,en-us,0.62396,,2," I have"
2319.600,2320.500,en-us,0.62396,,1," the"
2320.500,2321.200,en-us,0.62396,,2," color liability."
2324.800,2326.700,en-us,0.43645,,1," is 101"
2327.500,2329.300,en-us,0.59512,,2," 11"
2332.400,2333.500,en-us,0.52336,,1," at age 12"
2345.600,2352.800,en-us,0.74278,,2," for the damage for which it could wear a person it would be liable."
2353.700,2354.800,en-us,0.58099,,1," Yes, and"
2354.800,2359.300,en-us,0.58099,,2," any other problems in respect of a torque committed by a servant of the crown?"
2360.000,2360.300,en-us,0.33642,,1," the full"
2361.700,2362.500,en-us,0.62755,,1," I don't know if the"
2362.800,2363.200,en-us,0.37184,,1," things you brought"
2367.300,2367.700,en-us,0.47046,,1," the same thing"
2370.900,2374.500,en-us,0.55128,,1," outside of their duties totally"
2376.000,2380.900,en-us,0.61590,,1," Responsible so we have to look at this"
2380.900,2381.700,en-us,0.61590,,2," but they"
2381.700,2386.900,en-us,0.61590,,1," just saying don't have it before you before us we'll have to look at"
2386.900,2387.800,en-us,0.61590,,2," all right?"
2410.900,2414.600,en-us,0.94387,,1,"Good. So what will do is to make sure that you have?"
2415.400,2418.200,en-us,0.86792,,1," I don't want to construe 31."
2419.100,2425.100,en-us,0.85039,,1," Okay, 3 a little eye without you being able to make submissions on it."
2425.800,2426.600,en-us,0.95652,,1," So I would"
2428.300,2428.700,en-us,0.93846,,1," give you."
2431.400,2436.000,en-us,0.80272,,1," Or Thursday with the end of the Linux Monday."
2436.900,2445.200,en-us,0.87189,,1," Be a good you can write to the court and say here are some Authority that I would like to submit to show that a fraud would come with them."
2446.400,2446.600,en-us,0.50211,,1," three"
2449.400,2455.700,en-us,0.70055,,2," I'm not able to I am out of the my home country for a week."
2456.700,2461.800,en-us,0.73332,,2," I live in Mexico I have for much of the time I came here specialty."
2462.700,2464.100,en-us,0.94483,,2," Um, can I have two weeks?"
2465.000,2466.200,en-us,0.90694,,2," Until the following."
2466.200,2474.000,en-us,0.90694,,1," Yes it just that we won't be so long as the case is not closed. We cannot render a decision if I give you two weeks."
2475.800,2479.600,en-us,0.97354,,1," I'm just saying I don't know when you'll get your decision because we sit everywhere."
2480.600,2483.600,en-us,0.91156,,1," and the time to write your case by the next week, so"
2483.600,2489.500,en-us,0.91156,,2," well, in any case I have I have no way of getting of sitting down and looking at this until"
2491.500,2493.700,en-us,0.80279,,2," at the very least Wednesday"
2495.600,2498.500,en-us,0.65931,,2," the earliest Wednesday"
2502.000,2505.300,en-us,0.76286,,1," Okay, so, okay. You'll have to wait."
2506.500,2507.200,en-us,0.65608,,1," that means"
2534.100,2535.800,en-us,0.69577,,1," And you understand what we're looking for."
2536.300,2541.500,en-us,0.89815,,2," Um, my understanding is that you are looking for representations as to why the crowd of the"
2545.700,2550.400,en-us,0.61725,,1," Sure, and I can meet their pointed out. We're looking at three B."
2551.500,2552.200,en-us,0.68969,,1," little I"
2553.400,2555.600,en-us,0.87890,,1," because it's not the province of today."
2558.000,2558.500,en-us,0.69879,,1," Another problem."
2558.500,2559.000,en-us,0.69879,,2," Yes."
2559.000,2560.200,en-us,0.69879,,1," Okay, so three"
2560.200,2565.800,en-us,0.69879,,2," so why should be like in"
2565.800,2571.600,en-us,0.69879,,1," the case of would apply to make the crown viable for fraud?"
2572.400,2574.400,en-us,0.54985,,1," for frog permitted outside of their"
2577.800,2582.700,en-us,0.81873,,2," Are we making this assumption that if they were working on the clock and working on?"
2585.200,2586.200,en-us,0.94010,,2," working on this feature"
2588.400,2590.100,en-us,0.70229,,2," that they are outside of their doing."
2592.300,2592.900,en-us,0.80801,,2," They are trying to"
2592.900,2597.600,en-us,0.80801,,1," that's what you are supposed to I'm giving you a chance to argue this point."
2598.300,2598.400,en-us,0.34879,,1," Okay."
2603.500,2607.000,en-us,0.64093,,2," Thank you."
2609.300,2611.800,en-us,0.73194,,2," Wow, that is all I have for 8411."
2613.800,2616.500,en-us,0.73552,,2," for just additions I would like to move on to"
2659.300,2660.000,en-us,0.70065,,1," and obviously"
2662.400,2664.400,en-us,0.75927,,1," the other side will have the right to respond"
2664.400,2665.400,en-us,0.75927,,2," respond. Yes,"
2665.400,2679.700,en-us,0.75927,,1," there are."
2681.300,2683.400,en-us,0.72722,,2," numerous probable errors"
2685.800,2687.000,en-us,0.86406,,2," to discuss the first one"
2688.900,2692.200,en-us,0.96200,,2," the judge was required to find whether"
2694.300,2695.200,en-us,0.62787,,2," section 1.02"
2698.300,2700.700,en-us,0.71387,,2," let me these backtrack and he's saying"
2704.100,2705.900,en-us,0.88184,,2," and explain the larger picture"
2706.600,2708.900,en-us,0.64372,,2," in the 102 and the"
2710.200,2710.900,en-us,0.95068,,2," motion for"
2712.000,2713.000,en-us,0.78973,,2," summary judgment"
2714.000,2717.300,en-us,0.60734,,2," the defendant made for presentation"
2718.500,2721.500,en-us,0.86915,,2," to guide the way the case was considered he"
2723.400,2723.900,en-us,0.84231,,2," completed"
2727.200,2728.300,en-us,0.75359,,2," and appeal under Section"
2728.300,2730.500,en-us,0.75359,,1," 132 135"
2730.500,2734.300,en-us,0.75359,,2," 135 with the purpose of the entire action."
2736.600,2736.700,en-us,0.87676,,2," He"
2738.200,2739.100,en-us,0.75090,,2," represented that"
2740.400,2745.100,en-us,0.63072,,2," Wherever section 1325 claim appears."
2746.300,2759.500,en-us,0.79398,,2," The preceding is a special type of proceeding that is outside of those defined under the federal court rules. He said he said that it is not neither an application for you neither."
2761.700,2766.800,en-us,0.90770,,2," An ordinary action, neither a simplified action neither a class action."
2767.600,2774.500,en-us,0.91564,,2," He alleges that an appeal is just a different type of proceeding where the cord is being asked to."
2775.600,2776.200,en-us,0.92306,,2," reconsider"
2778.100,2783.300,en-us,0.95460,,2," a new the decision that was before Minister. He represents that."
2784.200,2789.000,en-us,0.90239,,2," The job of the task before the judge was to decide."
2791.000,2792.200,en-us,0.82955,,2," in The Minister's place"
2793.200,2794.200,en-us,0.95842,,2," based on new evidence"
2796.200,2799.100,en-us,0.71589,,2," was it was a contradiction or not?"
2803.500,2808.300,en-us,0.87997,,2," Guiding the preceding this way can only lead to."
2810.200,2812.200,en-us,0.75536,,2," an outcome in his favor"
2813.900,2817.700,en-us,0.78283,,2," and it is incorrect the an appeal."
2818.700,2824.600,en-us,0.48076,,2," Under 16001 305 is simply one plane."
2825.600,2827.200,en-us,0.85545,,2," that can be entered as part of the"
2830.300,2831.100,en-us,0.77195,,2," ordinary National"
2831.700,2833.200,en-us,0.82332,,2," the preceding type"
2834.300,2839.600,en-us,0.95562,,2," that you're allowed to make a 135 claim under is an ordinary action."
2840.600,2841.300,en-us,0.82757,,2," and the"
2842.200,2844.600,en-us,0.97602,,2," appeal is only one of"
2846.000,2847.200,en-us,0.74595,,2," the claims available"
2848.000,2854.200,en-us,0.84478,,2," However, there is nothing in the Customs act that preclude a plated from."
2856.700,2866.000,en-us,0.79956,,2," From joining other other claims that arise from the same class from the same details."
2866.000,2874.500,en-us,0.79956,,1," Do you agree because the judge on two cases start?"
2881.700,2882.700,en-us,0.46885,,1," a decision"
2896.100,2899.200,en-us,0.61636,,2," Are we in Korean?"
2899.200,2899.700,en-us,0.61636,,1," Yes,"
2899.700,2901.300,en-us,0.61636,,2," and now"
2901.300,2904.000,en-us,0.61636,,1," these two cases deal with"
2907.600,2910.100,en-us,0.47468,,1," And that an action or a negation?"
2912.200,2914.400,en-us,0.89084,,1," Consisting the amount of tenant."
2917.400,2919.900,en-us,0.91754,,1," You can test the amount of penalty interaction."
2922.200,2922.400,en-us,0.90157,,2," No,"
2922.400,2929.500,en-us,0.90157,,1," okay. So do you agree that if we follow these cases because in that custom app?"
2930.900,2931.600,en-us,0.79753,,1," clear that to"
2932.100,2934.400,en-us,0.78199,,1," challenge a decision on the penalty"
2935.200,2936.900,en-us,0.90396,,1," you have to go to a judicial."
2938.500,2938.800,en-us,0.88016,,2," I do not."
2939.900,2940.900,en-us,0.84474,,1," Penalties."
2940.900,2942.100,en-us,0.84474,,2," Yes, I do not."
2943.000,2944.000,en-us,0.86091,,1," So you can't test that."
2944.000,2944.400,en-us,0.86091,,2," Yes."
2944.400,2946.700,en-us,0.86091,,1," Okay, even though you're not doing it."
2947.700,2948.000,en-us,0.56763,,2," Correct."
2948.800,2948.900,en-us,0.65842,,1," So"
2950.700,2950.900,en-us,0.33510,,2," you"
2970.500,2970.700,en-us,0.62887,,1," have"
2974.500,2975.000,en-us,0.21365,,1," everything"
3006.100,3007.100,en-us,0.64716,,1,"I believe"
3007.100,3007.900,en-us,0.64716,,2," star we was."
3012.400,3014.500,en-us,0.80198,,2," In Star way, there were two issues."
3015.300,3026.100,en-us,0.84103,,2," There was both with it whether they issue that there was a an infection and all so the issue of whether the minister could keep that line."
3028.100,3030.000,en-us,0.78207,,2," He the dark specifically looked."
3030.800,3035.400,en-us,0.85137,,2," And explained that it makes no sense to allow the defendant to keep."
3037.000,3041.200,en-us,0.78016,,2," The terms of release if the decision was cannot stand."
3042.700,3044.300,en-us,0.45603,,1," I'm sorry. Yeah."
3047.400,3053.400,en-us,0.58434,,1," amount of the penalty one must apply for two children"
3054.500,3060.000,en-us,0.75307,,1," Before it has been determined that the case committed. This is an nominee. Okay."
3061.700,3064.000,en-us,0.70251,,2," and everybody has said it's an enemy but"
3065.000,3074.000,en-us,0.79292,,2," Well, it may be an anomaly. I am referring to starway at my authority page 44 and 45."
3078.200,3080.100,en-us,0.52979,,2," They're just 27 and 28."
3080.100,3080.700,en-us,0.52979,,1," Okay"
3080.700,3081.900,en-us,0.52979,,2," start with"
3085.500,3089.600,en-us,0.32107,,1," 20 seconds"
3096.300,3098.900,en-us,0.58800,,2," 44"
3104.200,3120.500,en-us,0.48010,,2," That's that's an ordinary National. The only special rolling pose. Was that whether Mr. Start with it or not? Just kidding first of all."
3122.100,3128.000,en-us,0.69905,,2," I will deal with this a little later. The amount of penalty is not an issue. This is a child mother paper review."
3133.500,3138.900,en-us,0.85508,,1," Yes, and where does he say that you can dispute the penalty?"
3139.900,3140.700,en-us,0.92863,,1," In an action"
3140.700,3148.500,en-us,0.92863,,2," the next paragraph paragraph 28 begins with the next issue the position of the penalty not the amount of the road."
3150.000,3154.000,en-us,0.85316,,2," The defendant submit that at best I can only declare and so on and so on."
3155.700,3165.800,en-us,0.79883,,2," At the end of the paragraph the paragraph 28 Star Wars says since there was no infraction of the Customs act it follows that defendants cannot keep the amount forfeit."
3165.800,3170.800,en-us,0.79883,,1," Yeah, but that's a different question. I was talking to you about the amount of dependents."
3172.000,3176.900,en-us,0.69110,,1," I know that in your action, you do discuss that the amount was reduced by the minister."
3178.100,3178.200,en-us,0.30671,,1," three"
3187.700,3194.200,en-us,0.71270,,1," once there is no contraction. What can you do? Obviously, there's no contributions. There's no control"
3194.200,3205.100,en-us,0.71270,,2," your others that the defendant states that the only available remedy for you for the court is to declare what it was will not contribute."
3207.500,3208.500,en-us,0.76213,,2," He specifically says"
3208.500,3216.600,en-us,0.76213,,1," I didn't know nothing else, but you were going with okay. So you're trying to say under 135. What are the remnants?"
3217.400,3221.300,en-us,0.94293,,1," But what we're looking at now is whether you can."
3221.900,3224.800,en-us,0.56929,,1," Be very cute and application."
3226.900,3231.200,en-us,0.89508,,1," Or an ordinary action to contest the amount of dependent."
3232.600,3234.000,en-us,0.73900,,2," Well, they are"
3234.000,3238.100,en-us,0.73900,,1," but there's an issue"
3238.100,3240.400,en-us,0.73900,,2," it is a client."
3241.400,3243.300,en-us,0.78308,,2," I would like to point out ACL."
3245.100,3250.500,en-us,0.74711,,1," I'm not I have to say I'm not 100% I just want to make sure we get your point on this."
3250.500,3254.700,en-us,0.74711,,2," I would like to point out to ACL as another example where"
3260.200,3263.300,en-us,0.71495,,1," bringing it back to your"
3267.000,3267.000,en-us,0.29358,,1," part"
3268.400,3269.200,en-us,0.84319,,2," I'm saying that."
3270.100,3271.000,en-us,0.86814,,2," just because"
3272.500,3276.800,en-us,0.63075,,2," a claim under Section 135 discontinued within an ordinary option. Yes."
3277.600,3283.500,en-us,0.90805,,2," There is no provision in the Customs act to make it the exclusive claim that can be made in that ordinary action,"
3283.500,3283.900,en-us,0.90805,,1," right?"
3283.900,3291.500,en-us,0.90805,,2," There's no the customers that itself does not limit does not say that you may not have another claim that is related to"
3291.500,3294.600,en-us,0.90805,,1," the same time. And what's not clear is"
3296.300,3300.000,en-us,0.65197,,1," if it is clear in customary."
3301.200,3305.800,en-us,0.91483,,1," certain issues need to be dealt with by judicial review"
3308.700,3309.800,en-us,0.71139,,1," certain decision"
3316.100,3322.300,en-us,0.90733,,1," That's that's the problem. I'm trying to eliminate. Is there anything in your plane?"
3323.300,3331.700,en-us,0.89651,,1," That would be comparable to the planes that were made in the two cases on which their Church relies."
3336.100,3342.900,en-us,0.68709,,2," Which is just staring. Yes, there are multiple multiple claims multiple clamps in the same options."
3343.700,3347.300,en-us,0.90892,,1," Is there any of those planes in your action?"
3348.300,3352.500,en-us,0.84276,,1," That are the same as the planes that were dealt with in Star Wars and"
3352.500,3355.400,en-us,0.84276,,2," New Year. Well, they're not the same claims."
3356.200,3357.200,en-us,0.81119,,1," Not same"
3357.200,3359.200,en-us,0.81119,,2," at the same time."
3359.200,3363.400,en-us,0.81119,,1," I think that's the point that you you want to make."
3364.300,3370.200,en-us,0.93068,,1," It's not what is dealt with in those cases was something that needed to be done by application."
3370.800,3372.000,en-us,0.83219,,1," not by actions"
3373.000,3387.400,en-us,0.77553,,2," we were to discuss the if I could if I were to address this issue of application versus action the Customs does not even require the amount of people just good by way of about the issue."
3387.400,3388.100,en-us,0.77553,,1," Yes, but that's"
3390.200,3391.200,en-us,0.87594,,1," that's what it's supposed to be."
3392.000,3396.000,en-us,0.51480,,1," This decision have to be about federal office."
3407.900,3413.400,en-us,0.55417,,1," But all this must be done, you know, there can be a conversion if you want wet damages from that decision."
3413.400,3419.100,en-us,0.55417,,2," And this is why I was pointing to ACL kind of so,"
3419.100,3419.700,en-us,0.55417,,1," yeah."
3430.400,3431.400,en-us,0.28021,,1,"fish 42"
3434.200,3442.100,en-us,0.81610,,2," here in ACL the judge looked at section 135 claim and concluded at airglass 61."
3442.100,3443.000,en-us,0.81610,,1," Yes"
3443.000,3446.000,en-us,0.81610,,2," third line from the bottom that"
3447.300,3453.400,en-us,0.90243,,2," under the section 135 the flame the Vintage action and this regard must be dismissed."
3454.700,3455.900,en-us,0.88003,,2," within that regard"
3455.900,3457.200,en-us,0.88003,,1," which Regard"
3457.200,3459.300,en-us,0.88003,,2," in regard to section 135"
3489.800,3490.400,en-us,0.65749,,1," Okay, so"
3491.500,3495.500,en-us,0.54397,,1," why is that of interest to us? It seems to confirm with the judge was saying"
3495.500,3498.600,en-us,0.54397,,2," it's just so under 35 135."
3499.600,3508.200,en-us,0.88466,,2," That specific claim can be dismissed. However, he went on to consider the claim under 1:33 and following paragraph paragraph 60."
3510.400,3512.300,en-us,0.72262,,2," Actually the second following paragraph"
3512.300,3519.700,en-us,0.72262,,1," 93 and also clean and declaration and it is in tactical to retainment and return of the forfeit himself."
3529.500,3529.700,en-us,0.54539,,1," and"
3529.700,3530.500,en-us,0.54539,,2," 63"
3533.400,3535.100,en-us,0.63606,,1," and it's a leader as a matter."
3547.900,3551.700,en-us,0.72914,,2," Of 35 does not give them."
3552.600,3560.200,en-us,0.79706,,1," That's right. And he says either 135 or otherwise under the act or the general jurisdiction of the Court."
3561.200,3563.700,en-us,0.87351,,2," which which means that if if"
3566.300,3572.800,en-us,0.85871,,2," A relief thought was within the general jerk editions of the course. He would he would have to consider it."
3575.400,3580.900,en-us,0.90884,,2," He did not consider the that relief only because he was concerning section one."
3582.500,3582.900,en-us,0.92776,,2," 33"
3582.900,3585.700,en-us,0.92776,,1," but you were relying on a passage."
3586.300,3598.600,en-us,0.93697,,1," Where you said the judge confirmed that the court could give could make an order or for that. There's no money for people that was the previous case that you called."
3599.700,3607.300,en-us,0.73537,,1," And now they're saying we don't have that jurisdiction. So these two cases will have to go and look at okay."
3613.100,3619.300,en-us,0.78246,,2," if another if another remedy within the"
3620.800,3627.100,en-us,0.64868,,2," Action was within the general jurisdiction of the tradition of the Court. He would have to consider it."
3627.100,3636.700,en-us,0.64868,,1," Yes. He says it's not within the jurisdiction for 50 that's come directly to what you just said before"
3636.700,3638.800,en-us,0.64868,,2," that's specific claim you are right,"
3638.800,3641.400,en-us,0.64868,,1," you know, what will be there because"
3642.200,3643.100,en-us,0.44875,,2," I found"
3643.100,3649.100,en-us,0.44875,,1," that we should be distinguishing to start."
3651.400,3659.900,en-us,0.86791,,1," You know, no I'm not let me just finish my thought your I think saying that the judge was wrong and in."
3660.600,3663.000,en-us,0.73428,,1," Losing those two cases through a lot of fun."
3663.800,3668.100,en-us,0.88164,,1," Because of your case is differently, it can be distinguished and you're relying on ACL."
3668.900,3670.200,en-us,0.97836,,1," to say that the court has"
3671.000,3675.600,en-us,0.92120,,1," more jurisdiction to deal with these matters. Is that is that what it is"
3675.600,3679.700,en-us,0.92120,,2," it is however in in"
3683.100,3687.600,en-us,0.74841,,2," yes, so we based on ACL the port does have more services addition to consider."
3688.500,3689.200,en-us,0.91070,,1," your clients"
3689.900,3692.700,en-us,0.55227,,2," Visitors section one is 33 which is additional clients."
3692.700,3693.000,en-us,0.55227,,1," Okay,"
3693.000,3695.600,en-us,0.55227,,2," so I want to make sure I understand your points. Okay?"
3697.800,3711.900,en-us,0.51320,,2," There's one which is a page 45. It would continue on reading his family after we talked about he pointed out these he says the money he can't keep the money that there's no one fraction."
3713.200,3713.400,en-us,0.47398,,1," Then"
3713.400,3717.400,en-us,0.47398,,2," kind of playing on his self-portrait. There's allocation should be returned."
3718.500,3721.000,en-us,0.71402,,2," Now, so was it just over your comments in"
3721.000,3721.200,en-us,0.71402,,1," the judge?"
3721.900,3726.000,en-us,0.71965,,2," Or do you have to order the money thing? Because they have to have the judgment."
3727.500,3737.700,en-us,0.85537,,2," That will go on and even though they may not have jurisdiction to deal with something just point out the Trap as long as my decision. You really should do something even though it may not be able to order you to do something."
3740.800,3743.100,en-us,0.92036,,2," I don't know if there was an order or"
3744.700,3749.200,en-us,0.85489,,2," it was just not well the seems to be logical thing you really"
3749.200,3749.700,en-us,0.85489,,1," should do."
3751.100,3752.800,en-us,0.50326,,1," So we'll look at that. What?"
3762.300,3768.300,en-us,0.67566,,2," I would like post a point out and paragraph 63 of ACL."
3771.000,3771.600,en-us,0.43492,,1," the judge did"
3773.900,3784.100,en-us,0.56277,,2," towards the end hate hands with I conclude that in order should go setting aside the minister determination made under section one, but his face and referring both Myers back for"
3784.100,3784.900,en-us,0.56277,,1," restoration"
3784.900,3786.400,en-us,0.56277,,2," by another judicator."
3787.400,3791.300,en-us,0.83785,,2," So that means that even in an action in an ordinary action."
3793.500,3795.200,en-us,0.66449,,2," Section 133 was good,"
3795.200,3803.900,en-us,0.66449,,1," you know what would read the case because that's why normally you shouldn't have a page like this. We don't have to have the whole case here have it all."
3804.900,3808.300,en-us,0.86482,,1," Before but we'll look at so that's your third."
3810.100,3812.800,en-us,0.86712,,1," What else do you want to say about 102?"
3819.800,3821.500,en-us,0.67415,,2," about jointer"
3824.700,3825.500,en-us,0.81655,,2," It's again."
3825.500,3826.200,en-us,0.81655,,1," It's"
3830.100,3833.100,en-us,0.62891,,1," six of your rules"
3834.600,3837.200,en-us,0.49849,,2," Well, there's no claim of underwater systems."
3837.200,3842.500,en-us,0.49849,,1," I'm talking about the rules. You're not talking."
3842.500,3846.400,en-us,0.49849,,2," Yes, that will want to want."
3851.700,3852.400,en-us,0.15433,,2," to"
3858.800,3860.700,en-us,0.62239,,1," subject to"
3860.700,3868.400,en-us,0.62239,,2," rules to a party to my request really good against another party as interesting in respect of more than one client."
3868.400,3869.000,en-us,0.62239,,1," Yes."
3872.300,3878.600,en-us,0.79581,,2," So it would be incorrect. So it was a palpable number right here for for the motion injection."
3879.600,3886.700,en-us,0.93469,,2," To disallow this Rule and claimed that only a section 135 claim can be made in an ordinary action."
3887.800,3891.400,en-us,0.87435,,2," when the rules of thrill Court obviously say otherwise"
3898.900,3899.500,en-us,0.80408,,1," anything else"
3906.900,3907.500,en-us,0.62659,,2," Yes."
3910.500,3911.400,en-us,0.85005,,1," You're going very well."
3922.200,3923.600,en-us,0.34943,,2," You're right."
3923.600,3927.600,en-us,0.34943,,1," Yeah, that's why that's"
3933.000,3939.300,en-us,0.49172,,2," just to a party may occur the court May order separate clamps."
3940.200,3945.300,en-us,0.70480,,2," Or many orders that came to be split or to be dealt with in a more convenient fashion."
3945.300,3948.200,en-us,0.70480,,1," So with your saying is they should have split it."
3949.000,3952.800,en-us,0.64453,,1," If you thought that this was completed as a dismissal,"
3952.800,3953.400,en-us,0.64453,,2," that's right."
3953.400,3953.900,en-us,0.64453,,1," Okay."
3958.700,3965.200,en-us,0.85616,,2," Because just ignoring and and the spacing claims without looking at them. There's no justice in that."
3966.700,3968.000,en-us,0.76901,,2," it's not an interest or just"
3968.900,3969.400,en-us,0.57196,,1," okay."
3973.400,3974.400,en-us,0.94979,,2," I'd like to point out."
3976.200,3977.700,en-us,0.56960,,2," the X-ray stats are"
3980.400,3981.700,en-us,0.89195,,2," but this goes again to multiple."
3982.700,3984.300,en-us,0.67917,,1," Preceding"
3984.300,3987.500,en-us,0.67917,,2," proceedings to multiple claims in the same proceeding."
3987.500,3987.900,en-us,0.67917,,1," Yeah"
3987.900,3988.800,en-us,0.67917,,2," such."
3990.600,3990.900,en-us,0.18138,,2," as"
3996.600,4002.300,en-us,0.80769,,2," I don't have my I wouldn't need a few seconds to find the section that I'm talking about"
4002.300,4004.100,en-us,0.80769,,1," the thing that just happened."
4005.700,4007.000,en-us,0.60887,,1," It's in your book of a turkey."
4020.800,4024.500,en-us,0.74849,,1," 25 that I think 25 is the definition of money."
4025.600,4026.900,en-us,0.66579,,1," the first year around 15"
4054.400,4056.900,en-us,0.66361,,1," I may have messed up or if you 1.28."
4059.600,4061.500,en-us,0.46638,,1," and 18"
4067.300,4068.600,en-us,0.61846,,2," 21 was in"
4069.400,4069.500,en-us,0.45286,,1," my house"
4082.100,4098.900,en-us,0.52961,,2," actually what I'm trying to make this knot is not doesn't seem to be"
4102.800,4105.300,en-us,0.76291,,2," I am a little."
4106.800,4114.000,en-us,0.84745,,1," You know what we could do. Okay, because you're almost at the end of your time. Okay, but what would you will break for five minutes?"
4115.100,4116.200,en-us,0.65622,,1," The electric thoughts no"
4116.200,4116.900,en-us,0.65622,,2," reason to"
4116.900,4119.200,en-us,0.65622,,1," update and you pick the things that you are."
4120.500,4120.700,en-us,0.34656,,2," Yeah,"
4120.700,4121.800,en-us,0.34656,,1," thank you."
4124.500,4125.000,en-us,0.37472,,1," order"
4146.100,4147.000,en-us,0.50194,,1," resume"
4149.200,4149.400,en-us,0.33840,,2," Thank you."
4164.600,4174.300,en-us,0.85145,,2," Give us an example of how if the parliament intended to limit."
4175.600,4179.500,en-us,0.85045,,2," The claims available in an ordinary action and they can with specific language."
4180.600,4192.600,en-us,0.81494,,2," And the exact side the state they State they specifically exclude their Rules by saying the rules concerning join their parties and causes of action do not apply except the prevent the jointer of appeals under that part."
4193.300,4194.000,en-us,0.96796,,2," Which means?"
4196.100,4203.300,en-us,0.77190,,2," Which means that under the Customs activities no such limitation is given it cannot be implied. The chronometer does have the"
4204.300,4205.600,en-us,0.52176,,2," ability to do it"
4207.300,4222.900,en-us,0.61036,,2," I like to move on to the next point the next clear are the most engaging ignored the plaintiff evidence. The first one would have been currently the Currency Act section 11."
4224.000,4224.400,en-us,0.76045,,2," Which is that?"
4226.400,4228.700,en-us,0.65319,,2," Which is authorities book page."
4233.000,4237.400,en-us,0.47371,,1," That's where you want to do it the statute."
4239.700,4240.900,en-us,0.51494,,1," It's not currency."
4250.800,4254.300,en-us,0.82378,,2," It is evidence my understanding of both the answers that."
4255.500,4258.800,en-us,0.87978,,2," The acts that I bring that I present to the court with my case,"
4258.800,4259.200,en-us,0.87978,,1," yes"
4259.200,4260.700,en-us,0.87978,,2," are part of my evidence but"
4260.700,4269.900,en-us,0.87978,,1," statutes are another their statutes. So don't worry. It means that it might be an error to steal an error."
4270.900,4272.000,en-us,0.80850,,1," not consider"
4274.300,4275.200,en-us,0.79609,,1," relevant section"
4276.700,4279.200,en-us,0.92048,,1," so you're saying why is it relevant and"
4282.100,4283.400,en-us,0.88801,,2," it is relevant because specifically"
4298.800,4311.100,en-us,0.57295,,2," By the minister milk break down or otherwise otherwise known as currency any coin that is currently that are encounter."
4311.900,4315.500,en-us,0.56824,,2," I like gone online to use otherwise, then it's currently."
4323.300,4328.500,en-us,0.60067,,2," Relevant because the current status itself tells us that girls cannot be treated as Goods."
4329.600,4335.100,en-us,0.87303,,2," If you're not being used as good as good as Goods or something else, it can only be used. It's only a token of current."
4337.100,4337.900,en-us,0.70988,,2," is specifically"
4337.900,4339.300,en-us,0.70988,,1," so you're saying"
4341.000,4341.900,en-us,0.63972,,1," you should go to your argument."
4346.500,4349.300,en-us,0.64849,,2," According to your head in this case for the US coin. Yes."
4350.100,4350.400,en-us,0.50179,,2," I think"
4350.400,4351.400,en-us,0.50179,,1," they could have an account."
4352.200,4353.500,en-us,0.46051,,2," They're not a good time in Canada."
4354.100,4355.700,en-us,0.68771,,2," How does 111 apply?"
